lab_id,field_id,job_id,submitter,date_collect,date_submitted,project_name,state,country,lat_wgs84,long_wgs84,datum_orig,lat_orig,long_orig,coord_prec_est,depth,locate_desc,sample_source,method_collected,primary_class,specific_name,addl_attr,geologic_age,stratigraphy,mineralization,sample_zone,horizon,saline,organics,ferritic,drainage,prep,mesh_size,collection_protocol,previous_job_id,previous_lab_id, ,
BAZ279,71AGK1284B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.58285051,-145.1521297,(NAD27),61.58333,-145.14999,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000D7AC0A3FDE2462C0167473D89ACA4E40,0101000020110F0000039332A5C6D16EC1A640DE7EC8B56041
BAZ280,71AGK1286B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.58285051,-145.1521297,(NAD27),61.58333,-145.14999,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000D7AC0A3FDE2462C0167473D89ACA4E40,0101000020110F0000039332A5C6D16EC1A640DE7EC8B56041
BAZ281,71AGK1287B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.58285025,-145.1688101,(NAD27),61.58333,-145.16667,5 minutes,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000563C60E4662562C0931B45D69ACA4E40,0101000020110F0000BF8B83C0AED26EC1A905EC7CC8B56041
BAZ282,71AGK1288B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.59952063,-145.1688112,(NAD27),61.6,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E610000022A3C9E6662562C04C908D17BDCC4E40,0101000020110F0000B9439CC4AED26EC132FE7D0FB0B76041
BAZ283,71AGK1289B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56618014,-145.1521285,(NAD27),61.56666,-145.14999,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000000B46A13CDE2462C0EC78409778C84E40,0101000020110F000009DB19A1C6D16EC142AA782FE1B36041
BAZ284,71AGK1290,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56618014,-145.1521285,(NAD27),61.56666,-145.14999,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000000B46A13CDE2462C0EC78409778C84E40,0101000020110F000009DB19A1C6D16EC142AA782FE1B36041
BAZ285,71AGK1291B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56618014,-145.1521285,(NAD27),61.56666,-145.14999,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000000B46A13CDE2462C0EC78409778C84E40,0101000020110F000009DB19A1C6D16EC142AA782FE1B36041
BAZ286,71AGK1292,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56618014,-145.1521285,(NAD27),61.56666,-145.14999,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000000B46A13CDE2462C0EC78409778C84E40,0101000020110F000009DB19A1C6D16EC142AA782FE1B36041
BAZ287,71AGK1293,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ288,71AGK1294B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ289,71AGK1295B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ290,71AGK1296B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ291,71AGK1297,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ292,71AGK1300B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ293,71AGK1301B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ294,71AGK1302B,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BAZ295,71AGK1303,HM5526,"Clark, Allen L., and Hoffmann, Barry L.",,8/19/1971,SW Alaska,AK,United States,61.56617988,-145.1688089,(NAD27),61.56666,-145.16667,1 minute,,,natural exposure/outcrop,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008AD5F6E1662562C06920129578C84E40,0101000020110F0000C5D36ABCAED26EC1D2B3862DE1B36041
BDN294,70N1603,HM5502,"Hummel, Charles L.",,7/20/1971,Nome-Seward Peninsula HM,AK,United States,64.69228893,-165.6360967,(NAD27),64.69305,-165.63333,5 seconds,,,mine dump/waste rock,single/grab,soil,,mixed base-precious metal mineralization;,,,,,,,,,,,-80 mesh,,,,0101000020E61000006FF961E75AB464C0E76E3A764E2C5040,0101000020110F0000EFACFEDE979571C1ED2C5DBC3C2C6241
BDN295,70N1604,HM5502,"Hummel, Charles L.",,7/20/1971,Nome-Seward Peninsula HM,AK,United States,64.68812918,-165.616936,(NAD27),64.68889,-165.61417,1 second,,,mine dump/waste rock,single/grab,soil,,mixed base-precious metal mineralization;,,,,,,,,,,,-80 mesh,,,,0101000020E6100000C370A6F0BDB364C07EE1F84E0A2C5040,0101000020110F0000A095C98F129571C1DA6A7857B52B6241
BDN297,70N1901,HM5502,"Hummel, Charles L.",,7/20/1971,Nome-Seward Peninsula HM,AK,United States,64.69228893,-165.6360967,(NAD27),64.69305,-165.63333,5 seconds,,,mine dump/waste rock,single/grab,soil,,mixed base-precious metal mineralization;,,,,,,,,,,,-80 mesh,,,,0101000020E61000006FF961E75AB464C0E76E3A764E2C5040,0101000020110F0000EFACFEDE979571C1ED2C5DBC3C2C6241
BDN298,70N1902,HM5502,"Hummel, Charles L.",,7/20/1971,Nome-Seward Peninsula HM,AK,United States,64.68812918,-165.616936,(NAD27),64.68889,-165.61417,1 second,,,mine dump/waste rock,single/grab,soil,,mixed base-precious metal mineralization;,,,,,,,,,,,-80 mesh,,,,0101000020E6100000C370A6F0BDB364C07EE1F84E0A2C5040,0101000020110F0000A095C98F129571C1DA6A7857B52B6241
BDP035,71ACK807A,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,associated with sedimentary rock;; colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP036,71ACK807B,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,associated with sedimentary rock;; colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP037,71ACK807C,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,associated with sedimentary rock;; colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP038,71ACK807D,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,associated with sedimentary rock;; colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP039,71ACK807E,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,associated with sedimentary rock;; colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP061,71ACK817-00,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP062,71ACK817-10,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP063,71ACK817-20,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP064,71ACK817-30,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP065,71ACK817-40,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP066,71ACK817-50,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP067,71ACK817-60,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP068,71ACK817-70,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP069,71ACK818-10,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP070,71ACK818-20,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP071,71ACK818-30,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP072,71ACK818-40,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP073,71ACK818-50,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP074,71ACK818-60,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP079,71ACK820-10,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP080,71ACK820-20,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP085,71ACK821-000,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP086,71ACK821-010,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP087,71ACK821-020,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP088,71ACK821-030,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,natural exposure/outcrop,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP089,71ACK821-040,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP090,71ACK821-050,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP091,71ACK821-060,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP092,71ACK821-070,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP093,71ACK821-080,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDR396,72ASG133S1,HM5647,"Sorg, Dennis H.",,8/2/1972,Alaska Ultramafics,AK,United States,61.81431148,-157.9974098,(NAD27),61.815,-157.995,0.001 degree,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000007FB3FFC7EABF63C0BEADCB5B3BE84E40,0101000020110F00008E3953F3FDC570C1751148D151D06041
BDP094,71ACK821-090,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP095,71ACK821-100,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP096,71ACK821-110,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP097,71ACK821-120,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP100,71ACK822-00,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP101,71ACK822-10,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP102,71ACK822-20,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP103,71ACK822-30,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP115,71ACK825B100,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP116,71ACK825B150,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP117,71ACK825B200,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP118,71ACK825B250,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP121,71ACK825B400,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP122,71ACK825B450,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDR427,72ASG148S2,HM5647,"Sorg, Dennis H.",,8/2/1972,Alaska Ultramafics,AK,United States,61.81431148,-157.9974098,(NAD27),61.815,-157.995,0.001 degree,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000007FB3FFC7EABF63C0BEADCB5B3BE84E40,0101000020110F00008E3953F3FDC570C1751148D151D06041
BDP123,71ACK825B500,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
BDP124,71ACK825B550,HM5559,"Clark, Allen L.",,8/16/1971,SW Alaska,AK,United States,60.74927929,-158.6273387,(NAD27),60.75,-158.625,7.5 minutes,,,mine dump/waste rock,single/grab,soil,,gywk-colluvium;,,,,,,,,,,,-80 mesh,,,,0101000020E610000051E58B2813D463C05F0F3F62E85F4E40,0101000020110F00007EF110A91CD770C15954AFFBD3576041
